4933504	2	Мы с Томом здесь, чтобы помочь.
4933514	2	Попадание кислоты на металл провоцирует химическую реакцию.
4933517	2	Если существует способ получать удовольствие от учёбы, не мог бы ты научить меня ему?
4933533	2	Том покрасил сарай в красный цвет.
4933542	2	Джейн Гудолл установила, что шимпанзе могут использовать простейшие орудия.
4933552	2	Джейн Гудолл - приматолог и эксперт по шимпанзе.
4933594	2	Они стремятся вызвать беспокойство в обществе.
4933596	2	Я родился в Аргентине, а образование получил в Бразилии.
4933602	2	Они педалируют идею, что должна разразиться война.
4933615	2	Как думаешь, какой цвет Тому больше понравится?
4933619	2	Что изменится?
4933626	2	Куда деваются все эти деньги?
4933638	2	Это выражение весьма в китайском духе.
4933644	2	Ты прям бабка Ванга.
4933646	2	Какого хрена ты несёшь?
4933650	2	Никогда не видел причин бояться темноты.
4933653	2	Мне нравится наблюдать за реакцией людей, когда я говорю им, кто я такой.
4933654	2	Том потерял в пожаре большую часть своего имущества.
4933663	2	Том — на палубе.
4933667	2	Том — египтолог.
4933668	2	Том ужасно целуется.
4933885	2	Том и Мэри женаты более 30 лет.
4934375	2	Он в подробностях описал мне происшествие, будто сам его видел.
4934402	2	Дочке нравится сидеть у меня на плечах.
4934407	2	Как думаешь, какой цвет нравится Тому больше?
4934416	2	Его имя — ниже по списку.
4934469	2	Чтобы попасть в Бостон, вам нужно проехать дальше на юг.
4934474	2	Дом старика стоит дальше по дороге.
4934497	2	Том не купил хлеб.
4934599	2	Насколько я помню, дом Тома находится немного дальше от главной дороги.
4934695	2	Я за тебя мысленно выпью.
4934770	2	В Торе Лот отдает дочерей-девственниц на изнасилование толпе.
4934774	2	Что это за холмик посреди поля?
4934819	2	Легко заметить грехи других, свои же — трудно.
4934987	2	Давайте устроим Тому овацию.
4935026	2	Я откладываю на старость.
4935156	2	Миловидные люди привлекательны независимо от того, что на них надето.
4935602	2	Мария назвала своего пса Рексом.
4935640	2	Я повесил трубку.
4936574	2	Угадай, как его зовут.
4936596	2	Когда жена закончила собираться, автобус уже ушёл.
4936612	2	Ничего, если я открою занавеску?
4936701	2	Том часто думал о Мэри.
4936732	2	Будьте любезны, повторите своё имя.
4936737	2	Мне нравилась эта полосатая рубашка.
4936739	2	Том часто тусуется с Джоном и Мэри.
4936745	2	Тебе бы стоит провести время с друзьями.
4936751	2	Я видел несколько людей, гуляющих в парке.
4936752	2	Мы просто гуляли.
4936753	2	А ничего так.
4936757	2	Все, думаю, ошибаются.
4936808	2	Нашего экскурсовода звали Том.
4936828	2	Я нанял гида.
4936838	2	А ты совладаешь с правдой?
4936843	2	Я пытался справиться с этим сам.
4936850	2	Повсюду была вооруженная охрана.
4936857	2	Кажется, у меня большие неприятности.
4936863	2	В понедельник Том и Мэри будут отмечать тридцатую годовщину свадьбы.
4936886	2	Я не мог с тобой пойти, хоть бы и хотел.
4936900	2	Том тобой бы очень гордился.
4936909	2	В среднем женщины выше меня.
4936917	2	Завтра я куплю всё, что мне надо.
4936918	2	Том не признался в ошибке.
4936934	2	Может сойдемся на том, что не согласны?
4936953	2	Я экономлю, как могу.
4937013	2	Давай, попробуй!
4937037	2	Уверен, что это повторится.
4937041	2	Я ещё не выпустился.
4937048	2	Том только выпустился из Гарварда.
4937049	2	Мы на слово ничему не верим.
4937059	2	Поверим на слово.
4937068	2	Экономика быстро развивается.
4937069	2	У Тома три взрослых сына.
4937072	2	Список всё увеличивается.
4937096	2	Том ещё не скоро сюда доберется.
4937105	2	Я почти уверен, что снега сегодня не будет.
4937108	2	Том и Мэри отправились по магазинам.
4937136	2	Это будет сложно сделать.
4937170	2	Мы здесь пробудем до вечера.
4937186	2	Ничем-то тебя не проймешь.
4937191	2	Все в курсе происходящего.
4937204	2	Тебя кто-нибудь заметит.
4937205	2	Сердце Тома будет разбито.
4937210	2	Переговоры всё ещё ведутся.
4937245	2	Тут что-то происходит.
4937261	2	Скоро ли это случится?
4937332	2	Все будут уставшими.
4938885	2	Он очень быстро учится.
4939123	2	Вспомни, что было в прошлом году.
4939130	2	Нечто подобное случилось с Томом.
4939133	2	Том в курсе происходящего.
4939137	2	Никогда не знаешь, что произойдёт.
4939139	2	Произошло нечто невероятное.
4939140	2	Что случилось с деньгами?
4939145	2	Это никогда не должно повториться.
4939147	2	Мы знаем, что произошло потом.
4939154	2	Мне не пришлось платить.
4939166	2	Сегодня произошло нечто ужасное.
4939195	2	То же самое произошло в понедельник.
4939240	2	По-моему, у меня ребро сломано.
4939260	2	Чарльз, ты где?
4939719	2	Я бы сейчас не отказался от курицы-гриль.
4939724	2	Немного воды не помешало бы.
4939740	2	Я не это хотел тебе показать.
4939754	2	Я не это хотел тебе сказать.
4939837	2	Что случилось на прошлой неделе?
4939892	2	Я хочу выиграть время.
4940004	2	Я это в шутку сказал.
4940005	2	Я шутил, когда говорил это.
4940006	2	Да, людей без недостатков не бывает.
4940008	2	Очевидно, что ты прав.
4940470	2	Пожалуйста, не кричи.
4940764	2	Эта клетка предназначена для защиты от акул?
4941106	2	Крым — это Украина!
4942312	2	Знаешь фильм «Аватар»?
4942452	2	Насколько мне известно, у них нет детей.
4942516	2	Мэри выпивает только за компанию.
4942518	2	Том выпивает только за компанию.
4942532	2	Я предупредил, чтобы они сюда не приходили.
4942534	2	Я предупредил, чтобы она сюда не приходила.
4942535	2	Я предупредил, чтобы он сюда не приходил.
4942544	2	Мэри хорошая портниха.
4942549	2	Нам надо перекрасить сарай.
4943332	2	Ненавижу тех, кто так говорит.
4943339	2	Ему повезло успеть на поезд.
4943387	2	Я не могу их различить.
4943388	2	Он живёт в Нью-Йорке.
4943391	2	Том ходил взад-вперёд по комнате, не в силах успокоиться.
4943395	2	Пожалуйста, делайте то, что посчитаете нужным.
4943398	2	За зимой приходит весна.
4943399	2	Как мы можем преодолеть этот кризис?
4943421	2	Мокрая одежда липнет к коже.
4943426	2	Мышь бегала под кроватью туда-сюда.
4943427	2	Я их не различаю.
4943431	2	У неё есть чёрная собачка.
4943435	2	Не теряй время даром, надевай свои треккинговые ботинки.
4943436	2	Беженцы страдали физически и морально.
4943442	2	Человек не может разучиться ездить на велосипеде.
4943443	2	Я лучше пойду пешком, чем останусь ждать автобус.
4943447	2	Укрощение мощи приливов пошло бы на пользу прибрежным населённым пунктам.
4943941	2	Не могли бы вы уменьшить громкость телевизора?
4944026	2	Слышите кошку? Она хочет домой.
4944263	2	Я сам это не сделаю. Нужно, чтобы ты мне помог.
4944273	2	Он любовь моей жизни.
4944275	2	Она любовь моей жизни.
4944359	2	Он был любовью её жизни.
4944361	2	Она часто говорила, что он любовь её жизни.
4944362	2	Она была любовью его жизни.
4944367	2	Панацеи нет.
4944399	2	"Том получил ""Оскар"" за лучшую мужскую роль второго плана."
4944407	2	Он не только по-английски говорит, но и по-французски.
4944554	2	У Тома диагностировали СДВГ.
4944555	2	Мэри — неработающая мама.
4944804	2	У тебя большая семья?
4944875	2	Теперь я доволен!
4945250	2	Он всегда повторяет одну и ту же ошибку.
4945840	2	Том раздет до пояса.
4946524	2	Жизнь и смерть — две стороны одной монеты.
4946579	2	Я их высадил у аэропорта.
4946687	2	Тому удалось найти новую работу в Бостоне.
4946689	2	Если мне не удастся в течение шести месяцев найти новую работу в Бостоне, я вернусь в Чикаго.
4946795	2	Он разговаривал с девушкой.
4946798	2	Вчера в ресторане я видел Тома. Он разговаривал с девушкой.
4946803	2	Том сказал, что не хочет, чтобы его беспокоили.
4946807	2	Том был найден в собственном кабинете мёртвым.
4946811	2	Кто мог так ужасно поступить?
4946860	2	Том сумел найти новую работу в Бостоне.
4946885	2	Том и Мэри построили на заднем дворе снежную крепость.
4946898	2	Где ты нашла это платье?
4946903	2	Эта картина — подделка.
4946995	2	Она отдохнула у бассейна.
4947139	2	Всё равно я хотел его продать.
4947159	2	Всё равно я хотел купить новый.
4947162	2	Всё равно я хотел его заменить.
4947169	2	В доме было очень пыльно.
4947189	2	Она очаровательно выглядела.
4947192	2	Моё сердце было исполнено радости.
4947308	2	"Мэри была похожа на Белль из ""Красавицы и Чудовища""."
4947462	2	Я знал, что в детстве она хорошо рисовала.
4947704	2	Он не тот, за кого его принимают эти люди.
4947707	2	Корабль бесследно исчез.
4947708	2	У меня есть орхидеи разных форм и цветов.
4947709	2	Ей это смешным не показалось.
4947710	2	Ему это смешным не показалось.
4947713	2	Другие девочки дразнили её из-за того, как она одевалась.
4947716	2	Я не хочу это сейчас обсуждать.
4947717	2	Давай не будем это сейчас обсуждать.
4947725	2	У Барби светлые волосы и голубые глаза.
4947732	2	Нам нужно обсудить это с Томом.
4947733	2	Давай это за обедом обсудим.
4947873	2	Дизельный двигатель был изобретен Рудольфом Дизелем.
4947881	2	Мы знали, что Том не опоздает.
4947884	2	Когда Том в последний раз опаздывал?
4947891	2	Том — колокольных дел мастер.
4947893	2	Том — литейщик колоколов.
4947895	2	Том сказал, что ему это смешным не кажется.
4947905	2	Во многих автомобилях поначалу использовалась рукоятка вместо рулевого колеса.
4948130	2	В Осло хотят в течение четырех лет полностью закрыть центр для машин.
4948138	2	Он растолстел.
4948139	2	Ты не знаешь, что такое эсперанто?
4948144	2	Вся страна об этом говорит.
4948173	2	Я высадил Тома у аэропорта.
4948174	2	Маловероятно, что Том опоздает.
4948176	2	Амадей Болле в 1873 году построил один из первых автомобилей на паровом ходу.
4948193	2	"""Закон о локомотивах"" от 1865 года приписывал перед каждым автомобилем идти человеку, размахивающему красным флагом и подающему звуковой сигнал."
4948205	2	Первый автомобиль, работающий на бензине, был изобретён в 1886 году Карлом Бенцем.
4948341	2	Тебе предстоит ещё многое узнать о женщинах.
4948342	2	Тебе предстоит ещё многое узнать о мужчинах.
4948345	2	У Тома высокие моральные устои.
4948347	2	Меня редко приглашают на вечеринки.
4948351	2	Тебе нужно многое узнать о женщинах.
4949052	2	Я позвоню тебе, когда доберусь до Бостона.
4949054	2	Я позвоню тебе, когда приеду в Бостон.
4949060	2	Нам стоит обсудить это наедине.
4949069	2	Давайте обсудим, какие у нас есть варианты.
4949074	2	Почему ты ещё не спишь? Тебе пора бы в кровать.
4949080	2	Мне ничего не пришлось делать.
4949082	2	Могу ли я сходить купить мороженого?
4949083	2	Можно я схожу купить мороженого?
4949084	2	Это скоро произойдёт.
4949085	2	Такое уже случалось на моих глазах.
4949086	2	Сию минуту это не произойдёт.
4949089	2	Теперь мы знаем, что произошло.
4949093	2	Возможно, так и произошло.
4949094	2	Том уверен, что это произойдёт.
4949097	2	Со мной такого никогда не случалось.
4949099	2	Это может никогда не повториться.
4949104	2	Том сказал, что ты не пойдёшь.
4949131	2	Ты понятия не имеешь, о чём говоришь.
4949172	2	В тот же день, как я женился, умерла моя мать.
4949713	2	Всё своё свободное время она посвящала рыбалке.
4949867	2	Моя мать умерла в тот же день, когда я вышла замуж.
4949970	2	Я знаю, ты этого терпеть не можешь.
4949989	2	Я это много раз слышал.
4949990	2	Это очень приятно слышать.
4949992	2	Собрание продлилось один час.
4949994	2	Неудивительно, что Том нас ненавидит.
4950014	2	Клеопатра была очень умна. Она говорила по меньшей мере на девяти языках.
4950019	2	Том выглядел больным.
4950045	2	Я как-нибудь найду деньги.
4950048	2	Прости. Мне не надо было это говорить.
4950120	2	Желание походить на свою Барби было самой большой мечтой Мэри. Злой джинн истолковал это желание буквально.
4950429	2	Том ненавидит, когда его оставляют одного.
4950430	2	Том ненавидит свою крохотную спальню.
4950631	2	Она залила расплавленный свинец в литник.
4950797	2	Если бы ты сделал это для меня, это бы очень помогло.
4950805	2	Смех помогает облегчить боль.
4950806	2	Всё, что вы вспомните, может помочь.
4950848	2	Том всегда готов помочь.
4950851	2	Тому нужно помочь.
4950860	2	Том говорит, что ему нужна помощь.
4950863	2	Они говорят, что им нужна помощь.
4950864	2	Мы готовы тебе помочь.
4950873	2	Том меня очень выручил.
4950874	2	Спасибо, что выручил.
4950877	2	Спасибо тебе за помощь, Том.
4950878	2	Помощь уже идёт.
4950885	2	Мы помогаем друг другу.
4950890	2	Том помогает Мэри?
4950891	2	Мне кто-нибудь поможет?
4950892	2	Том пытался нам помочь.
4950893	2	Нам никто не помогал.
4950897	2	По-моему, Тому нужна помощь.
4950901	2	Пожалуйста, помоги, если можешь.
4950904	2	Интересно, что об этом думает Том.
4950911	2	Интересно, что об этом подумал бы Том.
4951207	2	Что конкретно ты пытаешься доказать?
4951758	2	Вы очень помогли.
4951951	2	Мы с Томом очень близкие друзья.
4952100	2	Том учится программированию.
4953469	2	Будем надеяться, что мы выиграем.
4953472	2	Надеюсь, Том это сделает.
4953476	2	Надеюсь, никто не ранен.
4953478	2	Надеюсь, Том проиграет.
4953481	2	Надеемся, тебе понравится.
4953484	2	Очень надеюсь, что я ошибаюсь.
4953486	2	Я втайне на это надеюсь.
4953756	2	«Вот, теперь я был с тобой полностью откровенен». — «Откровенен, хрен там! Я не верю ни одному твоему слову».
4953816	2	Извини, я что-то не понимаю.
4953819	2	Прошу простить мне моё негодное произношение.
4953907	2	Мы никогда туда больше не вернёмся.
4953933	2	Я хотел ещё поговорить, но она повесила трубку.
4954394	2	Как живётся людям в секторе Газа?
4954395	2	Как живётся палестинцам в Газе?
4954635	2	У каждого времени года своя красота.
4954637	2	Мам, я игрушку уронил. Можешь мне её достать?
4954874	2	Разговаривая с полицией, тебе лучше ничего не выдумывать и не врать.
4954877	2	Переезжая в Индию и начиная новую жизнь, Сара раздала всё своё имущество.
4954878	2	Одинокий рейнджер сел на своего коня и поскакал на запад.
4954879	2	Улыбайся, и получишь множество ответных улыбок.
4954881	2	Вначале я работал в туристическом агентстве, но мне там не понравилось.
4954882	2	Когда собираешься вернуть мне одолженные тобой деньги?
4954883	2	Если ты по ошибке создал проблемы другим, то эти проблемы вернутся к тебе самому или будут преследовать тебя.
4954884	2	Джон сказал, что встретил этого человека на конференции.
4955146	2	Турист развернул карту.
4955168	2	Мы надеемся, что это неправда.
4955187	2	Мы не друзья, а просто коллеги.
4955190	2	Я так больше не могу!
4955192	2	Мы с Мэри не враги, но и не друзья.
4955194	2	То есть, ты меня любишь?
4955196	2	То есть, ты меня разлюбил?
4955198	2	Я не хочу быть жестоким.
4955215	2	Не мучай меня больше, пожалуйста.
4955217	2	С тобой всё нормально. Это не твоя вина.
4955250	2	Мы с Томом не друзья. Мы просто коллеги.
4955307	2	Правда, что Том покончил с собой?
4955321	2	Твое имя далее по списку.
4955326	2	Люди должны перестать ненавидеть.
4955446	2	"""Где ты обедал?"" - ""В ресторане""."
4955663	2	Это происходило каждое утро.
4955665	2	Такого рода вещи происходят каждый день.
4955668	2	То, что произошло, было недоразумением.
4955695	2	Когда книгу нужно вернуть?
4955697	2	Когда мне нужно вернуть книгу?
4955703	2	Не говори гадости.
4955707	2	Я бы хотел, чтобы ты мне доверял.
4955717	2	Гасят свет. Спектакль вот-вот начнётся.
4955737	2	Нам нужно откладывать деньги.
4955809	2	Не кури так много.
4955831	2	Не кури так сильно.
4955913	2	Улыбка делала её ещё красивее.
4955915	2	Мне всё равно, выиграет наша команда или нет.
4956237	2	«Эй, Зельда! Как дела?» — «Да ничего, Линк». — «Думаешь? А по-моему, тебя б поцеловать, а?» — «По-моему, нет».
4957646	2	Сегодня пятница. Выходные начнутся уже завтра!
4958294	2	Стремечко — кость среднего уха, расположенная между наковальней и внутренним ухом.
4958301	2	Не ходи гулять голым!
4958302	2	Я не хочу таким быть.
4958305	2	Будь осторожен в своих желаниях. Они могут сбыться.
4958340	2	Средняя арендная плата за квартиру в Манхэттене составляет около четырёх тысяч долларов в месяц.
4958385	2	Том купил для матери шаль.
4958394	2	Том изучает JavaScript.
4958405	2	Это просто бессмысленное слово. Оно ничего не означает.
4958496	2	Регулирование арендной платы ограничивает сумму, которую арендодатель имеет право взимать за квартиру.
4958515	2	Мы не друзья, мы партнёры.
4958545	2	Том не пытался отрицать обвинения Мэри.
4958547	2	Мы не друзья. Мы знакомые.
4958570	2	Я сохранил всю его детскую одежду. Она тебе нужна?
4958576	2	Том был ослеплён красотой Мэри.
4958577	2	Он был ослеплён её красотой.
4958590	2	Биологи использовали гидрофон, чтобы записать крики китов.
4958592	2	Ни читать, ни писать большинство жителей этого богом забытого села не умеет.
4958596	2	Том — ландшафтный дизайнер.
4958601	2	В Amazon хотят использовать беспилотники для доставки посылок.
4958607	2	1,3 миллиарда человек по всему миру не имеют доступа к электричеству.
4958608	2	Мэри — художник по текстилю.
4958611	2	Новый ассистент Тома умеет очень быстро печатать.
4958616	2	Том умеет быстро печатать.
4958617	2	Почему ты так с собой поступаешь?
4958666	2	Разрежь бумагу на половинки.
4958682	2	Пилоты поддерживают связь с аэропортовыми службами по радио.
4958718	2	Кажется, в отношениях Тома и Мириам есть проблемы, но мы надеемся, что они действительно помирятся.
4959103	2	Я на это и надеюсь.
4959472	2	Не люблю дождливую погоду.
4959528	2	Я так говорю не для того, чтобы задеть тебя, а потому что это правда.
4959540	2	Всё могло бы обернуться в лучшую сторону, если бы ты туда не уехал.
4959549	2	Я видел красный свет.
4959586	2	Мне сложно понимать французский, когда на нём быстро говорят.
4959593	2	Том работает официантом, но ищет работу получше.
4959594	2	Мы тебя здесь почти никогда не видим.
4959595	2	Тебе вредно сидеть целый день.
4959607	2	Не будем никогда терять надежду!
4959609	2	Не опаздывай в школу.
4959612	2	Девочки из класса Мэри дразнили её за одежду.
4959613	2	Том кажется честным человеком.
4959619	2	Надеюсь тебя там увидеть.
4959628	2	Надеюсь, здесь всё правильно.
4959633	2	Надеюсь, тебе нравится.
4959637	2	Надеюсь, это не правда.
4959641	2	На это я и надеюсь.
4959644	2	Мне полагается оставаться здесь всю вторую половину дня.
4960025	2	Ты мне с бородой очень нравишься.
4960353	2	Я не совсем понимаю, к чему вы клоните.
4960501	2	Даже длинная шея жирафа состоит всего из семи позвонков.
4962214	2	Том не дал мне ответить на вопрос Мэри.
4962525	2	Том попал пальцем в небо.
